Film,Developer,Dilution,ASA/ISO,35mm,120,Sheet,Temp,Notes
Lomo Potsdam,Lomography Potsdam Kino,TMax Dev,1+9,100,13.5,,,20C,
Lomo Potsdam,Lomography Potsdam Kino,XT-3,stock,100,6,,,20C,
Lomo Potsdam,Lomography Potsdam Kino,XT-3,1+1,100,7.5,,,20C,
Lomo Potsdam,Lomography Potsdam Kino,Xtol,stock,100,6,,,20C,
Lomo Potsdam,Lomography Potsdam Kino,Xtol,1+1,100,7.5,,,20C,
Low Speed B&W,Low Speed B&W Print Film,D-72,1+2,3,10,10,,25C,
Low Speed B&W,Low Speed B&W Print Film,D-76,1+2,3,8,8,,28C,
Low Speed B&W,Low Speed B&W Print Film,HC-110,A,3,20,20,,24C,Dilution A is 1+15 from concentrate
Low Speed B&W,Low Speed B&W Print Film,ID-11,1+2,3,8,8,,28C,
Lucky films,Lucky New SHD 100,D-76,stock,100,5-7,,,20C,
Lucky films,Lucky New SHD 100,D-76,1+1,100,12,,,20C,
Lucky films,Lucky New SHD 100,Eco Pro,1+2,100,16,,,20C,
Lucky films,Lucky New SHD 100,HC-110,E,100,6,,,20C,Dilution E is 1+47 from concentrate
Lucky films,Lucky New SHD 100,ID-11,stock,100,5-7,,,20C,
Lucky films,Lucky New SHD 100,ID-11,1+1,100,12,,,20C,
Lucky films,Lucky New SHD 100,Rodinal,1+25,100,6.5,,,20C,
Lucky films,Lucky New SHD 100,XT-3,1+2,100,16,,,20C,
Lucky films,Lucky New SHD 100,Xtol,1+2,100,16,,,20C,
Lucky films,Lucky SHD 100,Acufine,stock,100,3.5,3.5,,20C,Presoak 3-5 minutes
Lucky films,Lucky SHD 100,Amaloco AM74,1+9,200,6,6,,20C,
Lucky films,Lucky SHD 100,Atomal 49,1+1,100,10,10,,20C,
Lucky films,Lucky SHD 100,Beutler,1+1+8,100,12,12,,18C,
Lucky films,Lucky SHD 100,D-76,stock,100,5-7,5-7,,20C,
Lucky films,Lucky SHD 100,D-76,1+1,100,12,12,,20C,
Lucky films,Lucky SHD 100,D-76,1+3,100,13-16,13-16,,20C,
Lucky films,Lucky SHD 100,Dektol,1+10,400,5,5,,20C,
Lucky films,Lucky SHD 100,DK-50,1+1,100,9.25,9.25,,20C,
Lucky films,Lucky SHD 100,Eco Pro,2+3,100,8,8,,20C,
Lucky films,Lucky SHD 100,Eco Pro,1+1,200,12,12,,20C,
Lucky films,Lucky SHD 100,Fomadon LQN,1+10,100,9,9,,20C,
Lucky films,Lucky SHD 100,Fomadon LQN,1+10,400,10,10,,21C,
Lucky films,Lucky SHD 100,FX-1,1+1+8,100,13,13,,20C,
Lucky films,Lucky SHD 100,HC-110,B,100,7,7,,20C,Dilution B is 1+31 from concentrate
Lucky films,Lucky SHD 100,HC-110,E,100,8,8,,20.5C,Presoak 3-5 minutes
Lucky films,Lucky SHD 100,HC-110,B,125,6,6,,20C,Dilution B is 1+31 from concentrate
Lucky films,Lucky SHD 100,HC-110,B,400,7,7,,20C,Dilution B is 1+31 from concentrate
Lucky films,Lucky SHD 100,ID-11,stock,100,5-7,5-7,,20C,
Lucky films,Lucky SHD 100,ID-11,1+3,100,13-16,13-16,,20C,
Lucky films,Lucky SHD 100,Ilfosol 3,1+9,100,5-7,5-7,,20C,
Lucky films,Lucky SHD 100,Ilfosol 3,1+14,100,7.5,7.5,,20C,
Lucky films,Lucky SHD 100,Ilfotec LC29,1+19,100,7.5,7.5,,23C,
Lucky films,Lucky SHD 100,Microphen,stock,100,8,8,,20C,
Lucky films,Lucky SHD 100,Microphen,1+1,100,10,10,,20C,
Lucky films,Lucky SHD 100,Microphen,1+1,100,7,7,,23.5C,
Lucky films,Lucky SHD 100,Microphen,1+1,100,8,8,,22C,
Lucky films,Lucky SHD 100,Pyrocat-HD,1+1+100,50,7,7,,25C,Presoak 3-5 minutes
Lucky films,Lucky SHD 100,Pyrocat-HD,1+1+100,100,13,13,,22C,
Lucky films,Lucky SHD 100,Pyrocat-M,1+1+100,100,15,15,,20C,
Lucky films,Lucky SHD 100,Rodinal,1+25,100,6.5,6.5,,20C,"Agitation: continuous first min, then 5 secs per min."
Lucky films,Lucky SHD 100,Rodinal,1+25,100,7,7,,20C,
Lucky films,Lucky SHD 100,Rodinal,1+50,100,12,12,,20C,
Lucky films,Lucky SHD 100,Rodinal,1+100,100,20-24,20-24,,20C,"Agitation: continuous first min, then 5 secs every 30 secs."
Lucky films,Lucky SHD 100,Rodinal,1+200,100,120,120,,20C,"Stand development: agitate for first minute only, then allow to stand undisturbed"
Lucky films,Lucky SHD 100,Rodinal,1+25,200,9.5,9.5,,20C,
Lucky films,Lucky SHD 100,Romek PQ7,1+3,100,10,10,,17C,
Lucky films,Lucky SHD 100,Tanol,1+1+100,64,13,13,,22C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Lucky films,Lucky SHD 100,Tanol,1+1+100,80,16,16,,24C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Lucky films,Lucky SHD 100,TMax Dev,1+4,100,9,9,,20C,
Lucky films,Lucky SHD 100,TMax RS,1+4,100,6.5,6.5,,20C,
Lucky films,Lucky SHD 100,XT-3,2+3,100,8,8,,20C,
Lucky films,Lucky SHD 100,XT-3,1+1,200,12,12,,20C,
Lucky films,Lucky SHD 100,Xtol,2+3,100,8,8,,20C,
Lucky films,Lucky SHD 100,Xtol,1+1,200,12,12,,20C,
Lucky films,Lucky SHD 400,D-76,stock,400,7-10,7-10,,20C,
Lucky films,Lucky SHD 400,Eco Pro,1+1,400,6.5,6.5,,20C,
Lucky films,Lucky SHD 400,Foma W-17 Hydrofen,stock,6400,16,16,,22C,High Contrast
Lucky films,Lucky SHD 400,ID-11,stock,400,7-10,7-10,,20C,
Lucky films,Lucky SHD 400,ID-11,1+3,400,10,10,,29C,
Lucky films,Lucky SHD 400,Ilfotec LC29,1+19,400,6.5,6.5,,20C,
Lucky films,Lucky SHD 400,Microphen,1+3,400,18,18,,20C,
Lucky films,Lucky SHD 400,Ornano Gradual ST20,1+9,400,13.5,13.5,,20C,Times shown are for original Ornano formula. New version manufactured by Bellini Foto may benefit from shorter times than those listed.
Lucky films,Lucky SHD 400,Rodinal,1+25,400,7,7,,20C,
Lucky films,Lucky SHD 400,Rodinal,1+50,400,14-16,14-16,,20C,
Lucky films,Lucky SHD 400,Spur SLD,1+9,400,4.5,4.5,,20C,
Lucky films,Lucky SHD 400,Tanol,1+1+100,250,18.5,18.5,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Lucky films,Lucky SHD 400,XT-3,1+1,400,6.5,6.5,,20C,
Lucky films,Lucky SHD 400,Xtol,1+1,400,6.5,6.5,,20C,
Maco films,Maco CUBE400c,D-76,stock,400,10,13,,20C,Presoak 1 minute
Maco films,Maco CUBE400c,Eco Pro,1+2,200,22.5,22.5,,20C,Presoak 1 minute
Maco films,Maco CUBE400c,Eco Pro,1+2,400,22.5,22.5,,20C,Presoak 1 minute
Maco films,Maco CUBE400c,Ecoprint Universal,1+12,400,8,8,,20C,
Maco films,Maco CUBE400c,HC-110,B,400,14,14,,20C,Dilution B is 1+31 from concentrate
Maco films,Maco CUBE400c,ID-11,stock,400,10,10,,20C,Presoak 1 minute
Maco films,Maco CUBE400c,Ilfotec HC,1+5,400,10,10,,20C,
Maco films,Maco CUBE400c,Microphen,stock,400,10,10,,20C,
Maco films,Maco CUBE400c,Perceptol,stock,400,14,14,,20C,Presoak 1 minute
Maco films,Maco CUBE400c,Promicrol,1+9,400,10,10,,20C,
Maco films,Maco CUBE400c,Promicrol,1+9,400,6.5,6.5,,24C,
Maco films,Maco CUBE400c,Promicrol,1+14,400,14,14,,20C,
Maco films,Maco CUBE400c,Promicrol,1+14,400,10,10,,24C,
Maco films,Maco CUBE400c,Promicrol,1+9,1600,14,14,,20C,
Maco films,Maco CUBE400c,Promicrol,1+9,1600,9.5,9.5,,24C,
Maco films,Maco CUBE400c,Promicrol,1+14,1600,21,21,,20C,
Maco films,Maco CUBE400c,Promicrol,1+14,1600,15,15,,24C,
Maco films,Maco CUBE400c,Rodinal,1+25,400,12,12,,20C,
Maco films,Maco CUBE400c,Sprint Standard,1+9,400,15,,,20C,
Maco films,Maco CUBE400c,TMax Dev,1+4,400,12,12,,20C,
Maco films,Maco CUBE400c,Ultrafin,1+10,400,12,12,,20C,Agitation: continuous (slow rhythm).
Maco films,Maco CUBE400c,Ultrafin,1+20,400,13,13,,20C,Agitation: continuous (slow rhythm).
Maco films,Maco CUBE400c,XT-3,1+2,200,22.5,22.5,,20C,Presoak 1 minute
Maco films,Maco CUBE400c,XT-3,1+2,400,22.5,22.5,,20C,Presoak 1 minute
Maco films,Maco CUBE400c,Xtol,1+2,200,22.5,22.5,,20C,Presoak 1 minute
Maco films,Maco CUBE400c,Xtol,1+2,400,22.5,22.5,,20C,Presoak 1 minute
Maco films,Maco Eagle AQS,510-Pyro,1+100,400,22,,,20C,"Semi-stand development: continuous agitation 60 secs, then once every 10 mins"
Maco films,Maco Eagle AQS,D-76,1+1,400,12,,,20C,Presoak 3-5 minutes
Maco films,Maco Eagle AQS,Eco Pro,1+1,200,12,,,20C,Presoak 3-5 minutes
Maco films,Maco Eagle AQS,FX-39,1+9,400,15,,,20C,Presoak 3-5 minutes
Maco films,Maco Eagle AQS,HC-110,1+31,400,11,,,20C,Presoak 3-5 minutes
Maco films,Maco Eagle AQS,HC-110,A,400,5.5,,,20C,Presoak 3-5 minutes
Maco films,Maco Eagle AQS,HC-110,E,400,20,,,20C,Presoak 3-5 minutes
Maco films,Maco Eagle AQS,HC-110,B,1600,24,,,20C,Presoak 3-5 minutes
Maco films,Maco Eagle AQS,ID-11,1+1,400,12,,,20C,Presoak 3-5 minutes
Maco films,Maco Eagle AQS,Ilfotec DD-X,1+4,400,14,,,20C,Presoak 3-5 minutes
Maco films,Maco Eagle AQS,Rodinal,1+25,200,12,,,20C,
Maco films,Maco Eagle AQS,Rodinal,1+25,400,12-15,,,20C,
Maco films,Maco Eagle AQS,Rodinal,1+50,400,22,,,20C,
Maco films,Maco Eagle AQS,Rollei Supergrain,1+9,200,4.25,,,20C,
Maco films,Maco Eagle AQS,Silvermax,1+19,400,15,,,20C,Presoak 3-5 minutes
Maco films,Maco Eagle AQS,Ultrafin,1+4,400,8,,,20C,
Maco films,Maco Eagle AQS,XT-3,1+1,200,12,,,20C,Presoak 3-5 minutes
Maco films,Maco Eagle AQS,Xtol,1+1,200,12,,,20C,Presoak 3-5 minutes
Maco films,Maco IR 820c/750c,D-76,stock,n/a,8,8,8,20C,
Maco films,Maco IR 820c/750c,Eco Pro,1+2,n/a,16,16,16,20C,
Maco films,Maco IR 820c/750c,Eco Pro,1+3,12,14,14,14,20C,Same time applies across ASA/ISO range
Maco films,Maco IR 820c/750c,Eco Pro,1+3,15,14,14,14,20C,Same time applies across ASA/ISO range
Maco films,Maco IR 820c/750c,Eco Pro,1+2,200,20,20,20,20C,
Maco films,Maco IR 820c/750c,Ecoprint Universal,1+12,n/a,6,6,6,20C,
Maco films,Maco IR 820c/750c,F76+,1+9,100,14,14,14,20C,Time for Jobo/rotary tube processor
Maco films,Maco IR 820c/750c,HC-110,B,n/a,7,7,7,20C,User reports better results in Dilution A mixed 1+2
Maco films,Maco IR 820c/750c,ID-11,stock,n/a,8,8,8,20C,
Maco films,Maco IR 820c/750c,Ilfotec HC,1+5,n/a,7,7,7,20C,
Maco films,Maco IR 820c/750c,Microphen,stock,n/a,7,7,7,20C,
Maco films,Maco IR 820c/750c,Perceptol,stock,n/a,10,10,10,20C,
Maco films,Maco IR 820c/750c,PMK,2+4+100,6,13,13,,21C,May require use of hardener if emulsion softens
Maco films,Maco IR 820c/750c,Promicrol,1+9,100,6,6,6,20C,
Maco films,Maco IR 820c/750c,Promicrol,1+9,100,4,4,4,24C,
Maco films,Maco IR 820c/750c,Promicrol,1+14,100,8.5,8.5,8.5,20C,
Maco films,Maco IR 820c/750c,Promicrol,1+14,100,5.75,5.75,5.75,24C,
Maco films,Maco IR 820c/750c,Rodinal,1+25,n/a,9,9,9,20C,
Maco films,Maco IR 820c/750c,Rodinal,1+50,4,,11,,20C,With Wratten #89B filter (B+W #92)
Maco films,Maco IR 820c/750c,Tanol,1+1+100,3,,,14.5,20C,With Red 715 filter
Maco films,Maco IR 820c/750c,Tanol,1+1+100,6,,,14.5,20C,With Red 715 filter
Maco films,Maco IR 820c/750c,Tanol,1+1+100,40,,,14.5,20C,With RED 29 filter
Maco films,Maco IR 820c/750c,Tanol,1+1+100,50,14.5,14.5,,20C,With RED 29 filter
Maco films,Maco IR 820c/750c,Tanol,1+1+100,250,14.5,14.5,,24C,With Red 715 filter
Maco films,Maco IR 820c/750c,TMax Dev,1+4,n/a,7,7,7,20C,
Maco films,Maco IR 820c/750c,Ultrafin,1+10,n/a,8,8,8,20C,Agitation: continuous (slow rhythm).
Maco films,Maco IR 820c/750c,Ultrafin,1+20,n/a,11,11,11,20C,Agitation: continuous (slow rhythm).
Maco films,Maco IR 820c/750c,XT-3,1+2,n/a,16,16,16,20C,
Maco films,Maco IR 820c/750c,XT-3,1+3,12,14,14,14,20C,Same time applies across ASA/ISO range
Maco films,Maco IR 820c/750c,XT-3,1+3,15,14,14,14,20C,Same time applies across ASA/ISO range
Maco films,Maco IR 820c/750c,XT-3,1+2,200,20,20,20,20C,
Maco films,Maco IR 820c/750c,Xtol,1+2,n/a,16,16,16,20C,
Maco films,Maco IR 820c/750c,Xtol,1+3,12,14,14,14,20C,Same time applies across ASA/ISO range
Maco films,Maco IR 820c/750c,Xtol,1+3,15,14,14,14,20C,Same time applies across ASA/ISO range
Maco films,Maco IR 820c/750c,Xtol,1+2,200,20,20,20,20C,
Maco films,Maco ORT25c,D-76,stock,25,7,7,7,20C,For 0.65 gamma
Maco films,Maco ORT25c,Ecoprint Universal,1+12,25,5,5,5,20C,For 0.65 gamma
Maco films,Maco ORT25c,Fomadon R09,1+100,64,14,,,20C,Continuous Tone
Maco films,Maco ORT25c,Neutol,1+7,25,3,3,3,20C,High Contrast
Maco films,Maco ORT25c,Promicrol,1+19,25,4,4,4,20C,
Maco films,Maco ORT25c,Rodinal,1+100,12,10,10,,20C,Continuous Tone
Maco films,Maco ORT25c,Rodinal,1+10,25,5,5,5,20C,High Contrast
Maco films,Maco ORT25c,Rodinal,1+25,25,4,4,4,20C,Continuous Tone
Maco films,Maco ORT25c,Rodinal,1+25,25,7,7,7,20C,For 0.65 gamma
Maco films,Maco TP64c,D-76,1+3,64,19,,,20C,
Maco films,Maco TP64c,Ecoprint Universal,1+12,64,5,5,,20C,
Maco films,Maco TP64c,Promicrol,1+9,64,4.5,4.5,,20C,
Maco films,Maco TP64c,Promicrol,1+9,64,3,3,,24C,
Maco films,Maco TP64c,Promicrol,1+14,64,7,7,,20C,
Maco films,Maco TP64c,Promicrol,1+14,64,4.75,4.75,,24C,
Maco films,Maco UP100p/PO100c,Atomal 49,stock,100,7-8,7-8,7-8,20C,
Maco films,Maco UP100p/PO100c,D-76,stock,100,5-7,5-7,5-7,20C,
Maco films,Maco UP100p/PO100c,Eco Pro,1+2,100,13-16,13-16,13-16,20C,May require use of hardener if emulsion softens
Maco films,Maco UP100p/PO100c,Eco Pro,1+2,200,20,20,20,20C,
Maco films,Maco UP100p/PO100c,Eco Pro,1+1,400,,11,,20C,
Maco films,Maco UP100p/PO100c,Ecoprint Universal,1+12,100,4-5,4-5,4-5,20C,
Maco films,Maco UP100p/PO100c,HC-110,B,100,5,5,5,20C,Dilution B is 1+31 from concentrate
Maco films,Maco UP100p/PO100c,ID-11,stock,100,5-7,5-7,5-7,20C,
Maco films,Maco UP100p/PO100c,Ilfotec HC,1+5,100,5,5,5,20C,
Maco films,Maco UP100p/PO100c,Ilfotec HC,1+31,100,7,7,7,20C,
Maco films,Maco UP100p/PO100c,Microphen,stock,100,7,7,7,20C,
Maco films,Maco UP100p/PO100c,Perceptol,stock,100,7-9,7-9,7-9,20C,
Maco films,Maco UP100p/PO100c,Promicrol,1+9,100,6.5,6.5,6.5,20C,
Maco films,Maco UP100p/PO100c,Promicrol,1+9,100,4.25,4.25,4.25,24C,
Maco films,Maco UP100p/PO100c,Promicrol,1+9,100,5,5,5,20C,"Older published time from manufacturer. If the newer recommended time in the chart produces unsatisfactory results, this may be a better starting point."
Maco films,Maco UP100p/PO100c,Promicrol,1+9,100,3.5,3.5,3.5,24C,"Older published time from manufacturer. If the newer recommended time in the chart produces unsatisfactory results, this may be a better starting point."
Maco films,Maco UP100p/PO100c,Promicrol,1+14,100,10,10,10,20C,
Maco films,Maco UP100p/PO100c,Promicrol,1+14,100,6.75,6.75,6.75,24C,
Maco films,Maco UP100p/PO100c,Promicrol,1+14,100,7.5,7.5,7.5,20C,"Older published time from manufacturer. If the newer recommended time in the chart produces unsatisfactory results, this may be a better starting point."
Maco films,Maco UP100p/PO100c,Promicrol,1+14,100,5.25,5.25,5.25,24C,"Older published time from manufacturer. If the newer recommended time in the chart produces unsatisfactory results, this may be a better starting point."
Maco films,Maco UP100p/PO100c,Rodinal,1+25,100,8,6-8,8,20C,
Maco films,Maco UP100p/PO100c,Sprint Standard,1+9,100,10,,,20C,
Maco films,Maco UP100p/PO100c,Tanol,1+1+100,80(UP) 50(PO),14,14,,22C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Maco films,Maco UP100p/PO100c,TMax Dev,1+4,100,4-6,4-6,4-6,20C,
Maco films,Maco UP100p/PO100c,Ultrafin,1+10,100,5-7,5-7,5-7,20C,Agitation: continuous (slow rhythm).
Maco films,Maco UP100p/PO100c,Ultrafin,1+20,100,8-10,8-10,8-10,20C,Agitation: continuous (slow rhythm).
Maco films,Maco UP100p/PO100c,XT-3,1+2,100,13-16,13-16,13-16,20C,May require use of hardener if emulsion softens
Maco films,Maco UP100p/PO100c,XT-3,1+2,200,20,20,20,20C,
Maco films,Maco UP100p/PO100c,XT-3,1+1,400,,11,,20C,
Maco films,Maco UP100p/PO100c,Xtol,1+2,100,13-16,13-16,13-16,20C,May require use of hardener if emulsion softens
Maco films,Maco UP100p/PO100c,Xtol,1+2,200,20,20,20,20C,
Maco films,Maco UP100p/PO100c,Xtol,1+1,400,,11,,20C,
Maco films,Maco UP25P,D-76,stock,25,6,6,6,20C,
Maco films,Maco UP25P,D-76,1+3,25,10,,,20C,
Maco films,Maco UP25P,Eco Pro,1+2,25,9,9,9,20C,
Maco films,Maco UP25P,Ecoprint Universal,1+12,25,4,4,4,20C,
Maco films,Maco UP25P,HC-110,B,25,4,4,4,20C,Dilution B is 1+31 from concentrate
Maco films,Maco UP25P,ID-11,stock,25,5,5,5,20C,
Maco films,Maco UP25P,ID-11,1+3,25,10,,,20C,
Maco films,Maco UP25P,Ilfotec HC,1+5,25,5,5,5,20C,
Maco films,Maco UP25P,Microphen,stock,25,5,5,5,20C,
Maco films,Maco UP25P,Perceptol,stock,25,8,8,8,20C,
Maco films,Maco UP25P,Promicrol,1+19,25,4.5,4.5,4.5,20C,
Maco films,Maco UP25P,Rodinal,1+25,25,7,7,,20C,
Maco films,Maco UP25P,Sprint Standard,1+9,25,5,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Maco films,Maco UP25P,Spur SD 2525,1+15,20,3-3.5,3-3.5,,20C,
Maco films,Maco UP25P,TMax Dev,1+4,25,4,4,4,20C,
Maco films,Maco UP25P,Ultrafin,1+10,25,5,5,5,20C,Agitation: continuous (slow rhythm).
Maco films,Maco UP25P,Ultrafin,1+20,25,9,9,9,20C,Agitation: continuous (slow rhythm).
Maco films,Maco UP25P,XT-3,1+2,25,9,9,9,20C,
Maco films,Maco UP25P,Xtol,1+2,25,9,9,9,20C,
Maco films,Maco UP400p,Atomal 49,stock,400,10,,,22C,
Maco films,Maco UP400p,D-23,stock,400,10,,,20C,
Maco films,Maco UP400p,D-23,1+1,400,12,,,24C,
Maco films,Maco UP400p,D-76,stock,400,10,10,,20C,
Maco films,Maco UP400p,Eco Pro,1+2,200,15,15,,20C,
Maco films,Maco UP400p,Eco Pro,1+2,400,18,18,,20C,
Maco films,Maco UP400p,Eco Pro,1+2,800,20,20,,20C,
Maco films,Maco UP400p,Eco Pro,1+2,1600,23,23,,20C,
Maco films,Maco UP400p,Ecoprint Universal,1+12,400,5,5,,20C,
Maco films,Maco UP400p,HC-110,B,400,8,8,,20C,Dilution B is 1+31 from concentrate
Maco films,Maco UP400p,ID-11,stock,400,9,9,,20C,
Maco films,Maco UP400p,Ilfotec HC,1+5,400,7,7,,20C,
Maco films,Maco UP400p,Microphen,stock,400,8,8,,20C,
Maco films,Maco UP400p,Microphen,stock,1600,15,,,20C,
Maco films,Maco UP400p,Perceptol,stock,400,11,11,,20C,
Maco films,Maco UP400p,Promicrol,1+9,400,6.75,6.75,,20C,
Maco films,Maco UP400p,Promicrol,1+9,400,4.5,4.5,,24C,
Maco films,Maco UP400p,Promicrol,1+14,400,10,10,,20C,
Maco films,Maco UP400p,Promicrol,1+14,400,6.75,6.75,,24C,
Maco films,Maco UP400p,Promicrol,1+9,1600,11,11,,20C,
Maco films,Maco UP400p,Promicrol,1+9,1600,7.5,7.5,,24C,
Maco films,Maco UP400p,Promicrol,1+14,1600,17,17,,20C,
Maco films,Maco UP400p,Promicrol,1+14,1600,12,12,,24C,
Maco films,Maco UP400p,Rodinal,1+25,400,10,10,,20C,
Maco films,Maco UP400p,Sprint Standard,1+9,400,10,,,20C,
Maco films,Maco UP400p,Spur SD 2525,1+15,250,6.5,6.5,,20C,
Maco films,Maco UP400p,Spur SLD,1+9,640,6,6,,20C,
Maco films,Maco UP400p,TMax Dev,1+4,400,9,9,,20C,
Maco films,Maco UP400p,Ultrafin,1+10,400,9,9,,20C,Agitation: continuous (slow rhythm).
Maco films,Maco UP400p,Ultrafin,1+20,400,10,10,,20C,Agitation: continuous (slow rhythm).
Maco films,Maco UP400p,XT-3,1+2,200,15,15,,20C,
Maco films,Maco UP400p,XT-3,1+2,400,18,18,,20C,
Maco films,Maco UP400p,XT-3,1+2,800,20,20,,20C,
Maco films,Maco UP400p,XT-3,1+2,1600,23,23,,20C,
Maco films,Maco UP400p,Xtol,1+2,200,15,15,,20C,
Maco films,Maco UP400p,Xtol,1+2,400,18,18,,20C,
Maco films,Maco UP400p,Xtol,1+2,800,20,20,,20C,
Maco films,Maco UP400p,Xtol,1+2,1600,23,23,,20C,
Maco films,Maco UP64c,D-76,stock,64,7,7,,20C,
Maco films,Maco UP64c,Eco Pro,1+2,64,14,14,,20C,
Maco films,Maco UP64c,Ecoprint Universal,1+12,64,4,4,,20C,
Maco films,Maco UP64c,HC-110,B,64,5,5,,20C,Dilution B is 1+31 from concentrate
Maco films,Maco UP64c,ID-11,stock,64,6,6,,20C,
Maco films,Maco UP64c,Ilfotec HC,1+5,64,5,5,,20C,
Maco films,Maco UP64c,Microphen,stock,64,5,5,,20C,
Maco films,Maco UP64c,Perceptol,stock,64,8,8,,20C,
Maco films,Maco UP64c,Promicrol,1+9,64,4.5,4.5,,20C,
Maco films,Maco UP64c,Promicrol,1+9,64,3,3,,24C,
Maco films,Maco UP64c,Promicrol,1+14,64,7,7,,20C,
Maco films,Maco UP64c,Promicrol,1+14,64,4.75,4.75,,24C,
Maco films,Maco UP64c,Rodinal,1+25,64,7,7,,20C,
Maco films,Maco UP64c,TMax Dev,1+4,64,6,6,,20C,
Maco films,Maco UP64c,Ultrafin,1+10,64,6,6,,20C,Agitation: continuous (slow rhythm).
Maco films,Maco UP64c,Ultrafin,1+20,64,9,9,,20C,Agitation: continuous (slow rhythm).
Maco films,Maco UP64c,XT-3,1+2,64,14,14,,20C,
Maco films,Maco UP64c,Xtol,1+2,64,14,14,,20C,
New Classic EZ400,New Classic EZ400,D-76,stock,400,7-8,,,20C,
New Classic EZ400,New Classic EZ400,Eco Pro,stock,400,7,,,20C,
New Classic EZ400,New Classic EZ400,Fomadon R09,1+25,400,6,,,20C,
New Classic EZ400,New Classic EZ400,Fomadon R09,1+50,400,11-12,,,20C,
New Classic EZ400,New Classic EZ400,HC-110,B,400,6.5,,,20C,Dilution B is 1+31 from concentrate
New Classic EZ400,New Classic EZ400,HC-110,H,400,9.5,,,22C,Dilution H is 1+63 from concentrate
New Classic EZ400,New Classic EZ400,ID-11,stock,400,7-8,,,20C,
New Classic EZ400,New Classic EZ400,Ilford Ilfosol 3,1+9,400,6,,,20C,
New Classic EZ400,New Classic EZ400,IMicrophen,stock,400,8-9,,,20C,
New Classic EZ400,New Classic EZ400,Rodinal,1+25,400,5.5,,,20C,
New Classic EZ400,New Classic EZ400,Rodinal,1+50,400,11,,,20C,
New Classic EZ400,New Classic EZ400,Xtol,stock,400,7,,,20C,
NoColorStudio films,NoColorStudio No.10,D-76,stock,100,8,,,20C,
NoColorStudio films,NoColorStudio No.10,FD10,1+9,100,9,,,20C,
NoColorStudio films,NoColorStudio No.10,ID-11,stock,100,8,,,20C,
NoColorStudio films,NoColorStudio No.10,Microphen,stock,100,8.5,,,20C,
NoColorStudio films,NoColorStudio No.10,Rodinal,1+50,100,13.5,,,20C,
NoColorStudio films,NoColorStudio No.5,D-76,stock,5,7,,,20C,
NoColorStudio films,NoColorStudio No.5,ID-11,stock,5,7,,,20C,
NoColorStudio films,NoColorStudio No.5,Ilford HC,1+15,6,5,,,20C,
NoColorStudio films,NoColorStudio No.5,Ilfotec HC,1+31,6,8.5,,,20C,
NoColorStudio films,NoColorStudio No.5,Microphen,stock,5,9.5,,,20C,
NoColorStudio films,NoColorStudio No.5,Perceptol,stock,5,12,,,20C,
NoColorStudio films,NoColorStudio No.5,Rodinal,1+50,6,8,,,20C,Very High Contrast
NoColorStudio films,NoColorStudio No.5,Xtol,stock,5,8,,,21C,
NoColorStudio films,NoColorStudio No.99,D-76,stock,990,9.5,,,20C,
NoColorStudio films,NoColorStudio No.99,ID-11,stock,990,10,,,20C,
NoColorStudio films,NoColorStudio No.99,Rodinal,1+50,990,11,,,20C,
NoColorStudio films,NoColorStudio No.99,Xtol,stock,990,11,,,20C,
Orwo films,Orwo DN21,D-76,stock,12-16,8,,,20C,
Orwo films,Orwo DN21,ID-11,stock,12-16,8,,,20C,
Orwo films,Orwo DP-31,D-76,stock,6,8,,,20C,
Orwo films,Orwo DP-31,D-96,stock,6,5-8,,,21C,
Orwo films,Orwo DP-31,Eco Pro,1+1,6,8.5,,,20C,
Orwo films,Orwo DP-31,Eco Pro,1+1,12,12-13,,,20C,
Orwo films,Orwo DP-31,Eco Pro,stock,25,12,,,20C,
Orwo films,Orwo DP-31,Eco Pro,1+1,25,22,,,20C,
Orwo films,Orwo DP-31,HC-110,B,6,10,,,20.5C,Dilution B is 1+31 from concentrate
Orwo films,Orwo DP-31,ID-11,stock,6,8,,,20C,
Orwo films,Orwo DP-31,Ornano Gradual ST20,stock,10,5.5,,,20C,
Orwo films,Orwo DP-31,Xtol,1+1,6,8.5,,,20C,
Orwo films,Orwo DP-31,Xtol,1+1,12,12-13,,,20C,
Orwo films,Orwo DP-31,Xtol,stock,25,12,,,20C,
Orwo films,Orwo DP-31,Xtol,1+1,25,22,,,20C,
Orwo films,Orwo N74+,Adox HR-DEV,1+30,400,11,,,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Orwo films,Orwo N74+,Bellini DF2 Duo Step,stock,400,3+3,,,20C,
Orwo films,Orwo N74+,Bellini FX6a Monobath,stock,400,11,,,20C,
Orwo films,Orwo N74+,D-23,1+1,400,13,,,20C,
Orwo films,Orwo N74+,D-76,stock,400,9.5,,,20C,
Orwo films,Orwo N74+,D-76,1+1,400,10,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
